TrainNumber,TrainName,Type,Priority,Origin,Origin_Code,Destination,Destination_Code,AssignedRoute,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DwellTimeMinutes,RunningTimeMinutes,PlatformAssigned,TrackStatus,SignalState,Weather,PassengerLoad,Disruption
13078,Kerala Express,Superfast,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:28,05:38,07:08,07:18,2,100,1,occupied,yellow,clear,0.74,none
13278,Chhattisgarh Sampark Kranti,Passenger,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:29,05:32,07:46,07:49,9,137,4,occupied,yellow,rain,0.52,none
12645,Mahakoshal Express,Superfast,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:57,05:00,07:31,07:34,3,154,2,free,green,clear,0.55,none
14668,NDLS-AGC Intercity,Superfast,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:47,04:57,06:51,07:01,5,124,4,maintenance,yellow,rain,0.72,none
12517,Kota Janshatabdi,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:23,05:38,07:25,07:40,10,122,4,maintenance,green,fog,0.84,none
13377,Malwa Express,Goods,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:29,04:29,06:42,06:42,9,133,2,free,yellow,fog,0.71,none
12639,Gwalior Intercity,Goods,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:23,04:23,06:23,06:23,8,120,2,maintenance,green,clear,0.59,none
12509,Gatimaan Express,Goods,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:58,04:58,07:06,07:06,5,128,3,free,green,rain,0.96,none
12462,Bhopal Shatabdi Express,Goods,normal,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:07,05:07,08:07,08:07,6,180,3,maintenance,green,clear,0.69,none
12742,Taj Express,Superfast,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:13,04:13,06:21,06:21,6,128,3,maintenance,yellow,storm,0.64,breakdown
13088,Kerala Express,Superfast,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:49,05:49,08:32,08:32,10,163,2,occupied,yellow,fog,0.68,none
13288,Chhattisgarh Sampark Kranti,Superfast,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:36,04:36,07:03,07:03,6,147,4,occupied,yellow,clear,0.7,none
12655,Mahakoshal Express,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:54,05:54,07:44,07:44,4,110,1,occupied,green,storm,0.95,none
14678,NDLS-AGC Intercity,Passenger,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:37,05:37,08:02,08:02,9,145,1,maintenance,yellow,rain,0.71,none
12527,Kota Janshatabdi,Superfast,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:07,04:07,06:10,06:10,3,123,2,free,red,fog,0.84,none
13387,Malwa Express,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:07,05:07,07:20,07:20,5,133,3,occupied,red,clear,0.57,none
12649,Gwalior Intercity,Superfast,high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:20,05:20,07:05,07:05,6,105,3,free,red,fog,0.9,track_blockage
12519,Gatimaan Express,Superfast,goods-only,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:58,05:03,06:46,06:51,9,108,2,maintenance,green,rain,0.99,none
12472,Bhopal Shatabdi Express,Express,normal,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:02,04:02,06:46,06:46,3,164,2,occupied,green,rain,0.77,weather_delay
12752,Taj Express,Passenger,high,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:16,04:16,06:48,06:48,10,152,1,maintenance,red,fog,0.86,none
13098,Kerala Express,Goods,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:54,05:54,08:39,08:39,4,165,1,occupied,red,storm,0.95,signal_failure
13298,Chhattisgarh Sampark Kranti,Express,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,06:00,06:00,08:58,08:58,2,178,3,maintenance,yellow,rain,0.6,none
12665,Mahakoshal Express,Superfast,normal,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,04:37,04:37,06:40,06:40,2,123,3,occupied,green,storm,0.63,signal_failure
14688,NDLS-AGC Intercity,Passenger,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:13,05:23,07:13,07:23,10,120,1,free,red,clear,0.58,none
12537,Kota Janshatabdi,Superfast,super high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:42,04:42,07:27,07:27,4,165,1,free,green,rain,0.52,none
13397,Malwa Express,Express,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:48,04:48,07:27,07:27,4,159,4,maintenance,yellow,fog,0.54,none
12659,Gwalior Intercity,Goods,goods-only,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:04,04:04,06:26,06:26,3,142,1,maintenance,yellow,clear,0.61,none
12529,Gatimaan Express,Superfast,normal,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,04:00,04:00,05:54,05:54,9,114,3,free,yellow,fog,0.88,none
12482,Bhopal Shatabdi Express,Goods,goods-only,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,05:31,05:31,08:29,08:29,2,178,4,occupied,yellow,clear,0.61,none
12762,Taj Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:13,04:13,06:41,06:41,6,148,2,maintenance,yellow,fog,0.69,none
13108,Kerala Express,Express,super high,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:05,05:05,07:10,07:10,9,125,2,free,yellow,fog,0.94,none
13308,Chhattisgarh Sampark Kranti,Passenger,high,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,05:59,06:02,08:50,08:53,3,171,3,free,red,storm,0.99,none
12675,Mahakoshal Express,Express,high,New Delhi,NDLS,Tundla Junction,TDL,NDLS->TDL,04:29,04:29,06:46,06:46,3,137,3,occupied,green,clear,0.53,none
14698,NDLS-AGC Intercity,Superfast,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:25,04:28,06:39,06:42,7,134,4,free,red,clear,0.83,none
12547,Kota Janshatabdi,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:56,04:59,07:48,07:51,10,172,1,free,green,fog,0.65,weather_delay
13407,Malwa Express,Superfast,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:16,04:16,06:02,06:02,5,106,3,maintenance,red,fog,0.59,none
12669,Gwalior Intercity,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:11,05:11,08:04,08:04,4,173,1,maintenance,green,clear,0.63,none
12539,Gatimaan Express,Passenger,normal,Mathura Junction,MKR,Tundla Junction,TDL,MKR->TDL,04:56,04:56,07:22,07:22,5,146,2,free,green,storm,0.73,weather_delay
12492,Bhopal Shatabdi Express,Express,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:55,05:55,07:53,07:53,2,118,2,occupied,red,storm,0.62,track_blockage
12772,Taj Express,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:03,04:03,05:48,05:48,6,105,1,occupied,green,fog,0.94,signal_failure
13118,Kerala Express,Passenger,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,04:14,04:14,06:18,06:18,9,124,4,maintenance,green,rain,0.76,track_blockage
13318,Chhattisgarh Sampark Kranti,Passenger,high,New Delhi,NDLS,Mathura Junction,MKR,NDLS->MKR,05:50,05:50,07:36,07:36,7,106,4,occupied,red,fog,0.68,weather_delay
12685,Mahakoshal Express,Superfast,goods-only,New Delhi,NDLS,Agra Cantt,AGC,NDLS->AGC,05:02,05:02,07:49,07:49,4,167,3,occupied,yellow,storm,0.53,weather_delay
14708,NDLS-AGC Intercity,Goods,goods-only,Mathura Junction,MKR,Agra Cantt,AGC,MKR->AGC,05:05,05:08,06:45,06:48,4,100,2,free,green,storm,0.65,none
12557,Kota Janshatabdi,Superfast,normal,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,05:56,05:56,08:54,08:54,8,178,1,free,green,fog,0.63,breakdown
13417,Malwa Express,Passenger,high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:39,04:54,07:35,07:50,8,176,2,maintenance,yellow,storm,0.99,weather_delay
12679,Gwalior Intercity,Passenger,super high,Agra Cantt,AGC,Tundla Junction,TDL,AGC->TDL,04:15,04:15,07:07,07:07,4,172,4,maintenance,green,rain,0.85,track_blockage
